injection_id,tic,split,label,label_source,signal_family,period_d,t0_bjd,duration_min,depth,n_good_in_transit,h5_group
inj_000031,1551620049,validation,planet_like,injection,short_deep,0.20349527414765195,2459834.6555535425,7.3151817710003835,0.30356955603075886,286,/injections/inj_000031
inj_000032,1551622150,train,planet_like,injection,roche_boundary,0.2682326744689889,2459830.2380324253,10.179593895787871,0.2897169424824593,301,/injections/inj_000032
inj_000033,1551397871,train,planet_like,injection,wd1856_like,1.406195432396921,2459826.5174422297,8.430416578903888,0.3769387611888576,49,/injections/inj_000033
inj_000034,1551455223,test,planet_like,injection,short_deep,0.2520019847807542,2459844.946700081,7.310633087251678,0.2053604708840128,232,/injections/inj_000034
inj_000035,1201305778,train,planet_like,injection,roche_boundary,0.2130771898248589,2459833.937948522,9.722252611791914,0.13365208496645103,318,/injections/inj_000035
inj_000036,1551599474,train,planet_like,injection,wd1856_like,1.2207246100446927,2459844.7069132873,8.63746600525857,0.5067918482745437,51,/injections/inj_000036
inj_000037,1551739701,test,planet_like,injection,short_deep,0.21549452893817153,2459834.8680982366,17.06614423390048,0.3592951711210708,645,/injections/inj_000037
inj_000038,1201300737,train,planet_like,injection,roche_boundary,0.20570813335022678,2459838.27725418,12.700684859506492,0.020497338474373933,433,/injections/inj_000038
inj_000039,1551614184,train,planet_like,injection,wd1856_like,2.0327167345245396,2459831.7792454297,8.441630295253365,0.4292853753702932,30,/injections/inj_000039
inj_000040,1551378553,test,planet_like,injection,short_deep,0.1647601803811339,2459830.1348695746,18.998321541669597,0.13189099385451286,934,/injections/inj_000040
inj_000041,1551721965,test,planet_like,injection,roche_boundary,0.27593399081418774,2459831.210692467,11.935874108765844,0.2667066135720611,356,/injections/inj_000041
inj_000042,1551746940,train,planet_like,injection,wd1856_like,2.3225737221270273,2459826.96574423,6.955837705924497,0.2403980407156847,22,/injections/inj_000042
inj_000043,1551442839,train,planet_like,injection,short_deep,0.23463232953538868,2459837.1571871866,10.985241545428632,0.0520054926405458,382,/injections/inj_000043
inj_000044,1551552115,validation,planet_like,injection,roche_boundary,0.19135246348296947,2459841.714876062,6.805573633392603,0.12955935063057905,289,/injections/inj_000044
inj_000045,1201294972,validation,planet_like,injection,wd1856_like,2.1383408634315852,2459853.0874251896,8.283508870303859,0.20374997349285467,30,/injections/inj_000045
inj_000046,1551566503,test,planet_like,injection,short_deep,0.5271703889588224,2459839.4776363824,6.057503886433864,0.13823739905544874,95,/injections/inj_000046
inj_000047,1551760537,train,planet_like,injection,roche_boundary,0.2022385832236711,2459826.9507781276,5.755435451005507,0.16342011167110998,235,/injections/inj_000047
inj_000048,1201295320,train,planet_like,injection,wd1856_like,1.3856111932050625,2459826.052296832,10.128833733359361,0.39590952488942116,48,/injections/inj_000048
inj_000049,1551303384,train,planet_like,injection,short_deep,1.1240801771252302,2459830.0601131236,4.577862352091701,0.3314747096901647,34,/injections/inj_000049
inj_000050,1551432398,train,planet_like,injection,roche_boundary,0.32245996688186174,2459835.3764605527,8.689398335674278,0.2113988234224894,216,/injections/inj_000050
inj_000051,150713389,train,planet_like,injection,wd1856_like,1.1919264395230884,2459839.5055339984,4.043082810671185,0.15835589785239468,24,/injections/inj_000051
inj_000052,1551230948,train,planet_like,injection,short_deep,0.19997534038122905,2459828.8530536117,15.491381576894277,0.030840609607251792,622,/injections/inj_000052
inj_000053,1551291890,train,planet_like,injection,roche_boundary,0.21778689407881854,2459831.066213675,7.174755537469413,0.024260219242705272,271,/injections/inj_000053
inj_000054,1551529135,train,planet_like,injection,wd1856_like,0.97081997049697,2459830.2875154996,7.748627979546874,0.25428751159058777,67,/injections/inj_000054
inj_000055,1551358712,validation,planet_like,injection,short_deep,0.925529196291957,2459850.849054295,19.45489289115604,0.4917908750830505,175,/injections/inj_000055
inj_000056,1551571993,train,planet_like,injection,roche_boundary,0.289600902519758,2459843.483682183,10.48617653228092,0.0354460027353173,288,/injections/inj_000056
inj_000057,160521427,train,planet_like,injection,wd1856_like,1.2876784931671719,2459839.7929439996,4.280004906228836,0.16301824256837916,27,/injections/inj_000057
inj_000058,1551743478,train,planet_like,injection,short_deep,0.1469004553925419,2459843.008530086,12.455829827619601,0.18671357763788501,695,/injections/inj_000058
inj_000059,1551608916,train,planet_like,injection,roche_boundary,0.28551385933859313,2459845.1524342755,11.218442988622611,0.047374060425041734,316,/injections/inj_000059
inj_000060,1551695269,train,planet_like,injection,wd1856_like,1.9929791603191003,2459828.2983413087,10.313808396492504,0.05658439929903293,42,/injections/inj_000060
inj_000061,199666369,train,planet_like,injection,short_deep,0.21440260940933795,2459830.966756287,11.8708134633033,0.14990719663508117,427,/injections/inj_000061
inj_000062,1551292772,train,planet_like,injection,roche_boundary,0.29685725950821035,2459836.8458412783,14.877541947605849,0.26131361099782696,402,/injections/inj_000062
inj_000063,1551553656,train,planet_like,injection,wd1856_like,1.0810217189172242,2459850.685714989,5.483589559879755,0.24390794579073666,50,/injections/inj_000063
inj_000064,117070953,train,planet_like,injection,short_deep,0.20399051466810453,2459846.214050266,5.997044806488735,0.4068924108430362,237,/injections/inj_000064
inj_000065,163614174,train,planet_like,injection,roche_boundary,0.31683366560152687,2459838.59889477,8.904967022554308,0.08859352857948274,223,/injections/inj_000065
inj_000066,1551651952,train,planet_like,injection,wd1856_like,1.7831675107753917,2459851.477156819,8.803805157932965,0.13409866264614756,37,/injections/inj_000066
inj_000067,1551707885,train,planet_like,injection,short_deep,1.442103716608073,2459847.3174142353,17.93219300327985,0.08079099696848704,103,/injections/inj_000067
inj_000068,1551344626,train,planet_like,injection,roche_boundary,0.2947039334135108,2459847.245578861,3.0293118561250245,0.2090704319188948,82,/injections/inj_000068
inj_000069,1551651065,train,planet_like,injection,wd1856_like,1.3937859667795296,2459833.638901566,6.903493703019528,0.4024486035297201,42,/injections/inj_000069
inj_000070,1551415185,validation,planet_like,injection,short_deep,0.4814513909613766,2459833.755050321,4.090866849240403,0.03536843269430352,77,/injections/inj_000070
inj_000071,1551718820,train,planet_like,injection,roche_boundary,0.21850446157693745,2459838.667857137,12.93576221807285,0.10063783765646113,486,/injections/inj_000071
inj_000072,1551715704,validation,planet_like,injection,wd1856_like,1.6210959413812245,2459840.2761248513,4.4406977452644325,0.4040971370926422,21,/injections/inj_000072
inj_000073,150655644,train,planet_like,injection,short_deep,0.18714657450457978,2459845.3749303105,11.778202266333366,0.04240263709341217,500,/injections/inj_000073
inj_000074,1551240073,train,planet_like,injection,roche_boundary,0.19585853429101782,2459829.7472032527,9.837570650196144,0.29349654440377054,405,/injections/inj_000074
inj_000075,1551460620,test,planet_like,injection,wd1856_like,0.9634540573795375,2459833.9754230073,10.875452755874084,0.236965364110498,95,/injections/inj_000075
inj_000076,1201089311,train,planet_like,injection,short_deep,0.32220574849630573,2459828.3730819128,6.408527891492341,0.1730672591995156,155,/injections/inj_000076
inj_000077,1551661155,train,planet_like,injection,roche_boundary,0.3004417988980979,2459841.822390211,12.125972975312619,0.08673324447718038,327,/injections/inj_000077
inj_000078,1551311320,train,planet_like,injection,wd1856_like,2.1542156021064818,2459827.7515709894,11.762642937719384,0.4269941024246898,42,/injections/inj_000078
inj_000079,1551599474,train,planet_like,injection,short_deep,0.23841974527334472,2459841.505446342,17.495486176996632,0.4012602376983375,586,/injections/inj_000079
inj_000080,1551749072,train,planet_like,injection,roche_boundary,0.209055391476279,2459842.998225252,14.360596258397957,0.024055428811857165,559,/injections/inj_000080
inj_000081,1551712722,validation,planet_like,injection,wd1856_like,1.1663373022813186,2459835.385271735,10.055869008856096,0.5266974526251396,67,/injections/inj_000081
inj_000082,1201291634,train,planet_like,injection,short_deep,0.574373231327351,2459834.14495518,15.91181806501221,0.043728050018140716,197,/injections/inj_000082
inj_000083,1551356857,train,planet_like,injection,roche_boundary,0.23385301251254093,2459831.3869894594,4.337908819358335,0.09334506799441379,151,/injections/inj_000083
inj_000084,1551304764,train,planet_like,injection,wd1856_like,1.637349715783745,2459835.2446777048,7.1536602115258345,0.41987922216694,35,/injections/inj_000084
inj_000085,1201298064,train,planet_like,injection,short_deep,0.5681009903944468,2459846.637800905,9.709144948332524,0.3587806194857338,111,/injections/inj_000085
inj_000086,1551676291,train,planet_like,injection,roche_boundary,0.3135622487403803,2459835.6046902477,13.173406310004443,0.032185210456615654,344,/injections/inj_000086
inj_000087,1551732933,train,planet_like,injection,wd1856_like,1.7165246480902272,2459827.2117461963,8.930367624079155,0.22488604276713997,46,/injections/inj_000087
inj_000088,1551579742,train,planet_like,injection,short_deep,1.3735225263099604,2459833.6492168107,4.274531574294793,0.26698627939371156,26,/injections/inj_000088
inj_000089,1551324505,train,planet_like,injection,roche_boundary,0.2973315682588582,2459844.4351579864,12.094968021175625,0.2796855506635932,334,/injections/inj_000089
inj_000090,1551634809,train,planet_like,injection,wd1856_like,0.8103840629816986,2459847.895222781,11.629363278681579,0.2394622615723203,115,/injections/inj_000090
inj_000091,1551398714,train,planet_like,injection,short_deep,0.6328871556781575,2459831.1035316414,11.906002077920277,0.3400766000693234,150,/injections/inj_000091
inj_000092,1551635913,train,planet_like,injection,roche_boundary,0.2138471221278253,2459826.6662417497,13.662290617569912,0.17471415356640688,512,/injections/inj_000092
inj_000093,1551501112,train,planet_like,injection,wd1856_like,1.6852323685180728,2459842.1125790062,11.542966103214464,0.3864468345497347,51,/injections/inj_000093
inj_000094,1551689891,train,planet_like,injection,short_deep,0.2630034068593424,2459839.108833385,15.076802887553502,0.47255143689523005,466,/injections/inj_000094
inj_000095,1201308812,train,planet_like,injection,roche_boundary,0.2645402953588999,2459837.377706708,5.946916749005541,0.16976326712088838,156,/injections/inj_000095
inj_000096,1551350074,train,planet_like,injection,wd1856_like,2.155905403850966,2459839.4682159396,9.6434829951129,0.2180987957134201,35,/injections/inj_000096
inj_000097,1551429235,train,planet_like,injection,short_deep,0.3038262742618142,2459837.062050275,8.665877439429588,0.2760636616111508,230,/injections/inj_000097
inj_000098,1551570180,train,planet_like,injection,roche_boundary,0.2996275931777066,2459832.0802295445,4.318629080905206,0.0956523159179837,118,/injections/inj_000098
inj_000099,198279418,train,planet_like,injection,wd1856_like,0.9848067793947535,2459850.8157826737,10.100553557068208,0.41926000603784896,73,/injections/inj_000099
inj_000100,160521427,train,planet_like,injection,short_deep,0.7062973397163803,2459831.260761719,4.288299712339286,0.31773738190497636,46,/injections/inj_000100
inj_000101,1551513204,train,planet_like,injection,roche_boundary,0.34418640043198717,2459831.791121735,6.330702454662779,0.07878306631444106,147,/injections/inj_000101
inj_000102,1551606954,train,planet_like,injection,wd1856_like,1.4077246060397892,2459841.5670276443,5.2924868008206705,0.15758343462970287,31,/injections/inj_000102
inj_000103,1551394549,train,planet_like,injection,short_deep,1.106278391282949,2459834.441982037,14.344145892026228,0.26701367143605015,108,/injections/inj_000103
inj_000104,1551284877,validation,planet_like,injection,roche_boundary,0.19389253664169076,2459843.222760726,5.674646810813254,0.12185985847690675,237,/injections/inj_000104
inj_000105,1551242450,validation,planet_like,injection,wd1856_like,2.294936722706058,2459827.4000929925,7.710010096102523,0.3899949882208597,29,/injections/inj_000105
inj_000106,136513972,train,planet_like,injection,short_deep,1.2138338567008442,2459850.6870246367,17.85497050701195,0.10568615895497502,107,/injections/inj_000106
inj_000107,1551455817,test,planet_like,injection,roche_boundary,0.2100253842000595,2459833.7188260024,11.544581780019378,0.09741417983594794,442,/injections/inj_000107
inj_000108,1551246016,train,planet_like,injection,wd1856_like,1.0855164582091348,2459837.4519409183,9.29843315632601,0.08689292823183088,72,/injections/inj_000108
inj_000109,1551487965,validation,planet_like,injection,short_deep,0.32852063571579665,2459832.5229384145,12.931382098998162,0.30425491842909935,315,/injections/inj_000109
inj_000110,1551332737,train,planet_like,injection,roche_boundary,0.2591477225845935,2459834.5295940437,14.480446922360452,0.06642992159740672,454,/injections/inj_000110
inj_000111,1271200981,train,planet_like,injection,wd1856_like,1.7337261510458393,2459844.6378725665,8.85120803547129,0.2954661447447248,30,/injections/inj_000111
inj_000112,1551729450,validation,planet_like,injection,short_deep,0.5737283989997987,2459849.9657228542,11.184677995035843,0.36805517048042224,161,/injections/inj_000112
inj_000113,1201239040,test,planet_like,injection,roche_boundary,0.3246176995398565,2459845.5804592776,5.415047648957704,0.11078690124352578,124,/injections/inj_000113
inj_000114,1551553471,train,planet_like,injection,wd1856_like,1.219469328269651,2459843.776050657,6.897559564538773,0.1698010960312793,48,/injections/inj_000114
inj_000115,1551592018,train,planet_like,injection,short_deep,0.2859075624780765,2459843.2284444203,15.224840881199087,0.13634970043915018,427,/injections/inj_000115
inj_000116,1201118255,validation,planet_like,injection,roche_boundary,0.27898813750068485,2459849.316300014,11.465256049847836,0.11669492779063238,314,/injections/inj_000116
inj_000117,1551235898,train,planet_like,injection,wd1856_like,1.1535700545529795,2459844.3551172414,4.714509460558371,0.051728255965305295,32,/injections/inj_000117
inj_000118,1551462259,train,planet_like,injection,short_deep,1.1064799164307888,2459828.2736621806,7.835850105510645,0.3315731225009315,48,/injections/inj_000118
inj_000119,1551498025,train,planet_like,injection,roche_boundary,0.326575045020991,2459826.884838223,14.98388752585083,0.0745614584054436,366,/injections/inj_000119
inj_000120,1201307034,train,planet_like,injection,wd1856_like,1.151345182759608,2459840.7466482543,7.197328748687151,0.25941122639307296,43,/injections/inj_000120
inj_000121,1551628715,validation,planet_like,injection,short_deep,0.31190912977813007,2459851.789249896,13.40929631022007,0.05037109151406403,350,/injections/inj_000121
inj_000122,611190623,test,planet_like,injection,roche_boundary,0.23377180856259566,2459838.4577010125,10.918060338667008,0.27555065518462324,389,/injections/inj_000122
inj_000123,1551367817,test,planet_like,injection,wd1856_like,2.4883688051076884,2459850.878689997,11.991061906642948,0.4449682967907731,30,/injections/inj_000123
inj_000124,1551567228,train,planet_like,injection,short_deep,0.8115697175171317,2459849.639340043,5.814948141845213,0.4836947184599645,59,/injections/inj_000124
inj_000125,1551391489,train,planet_like,injection,roche_boundary,0.20018964150378787,2459841.1433130987,8.42267411795528,0.07640863454743974,341,/injections/inj_000125
inj_000126,1551254211,test,planet_like,injection,wd1856_like,1.2519699671691316,2459828.7291905116,8.783645338278737,0.2911947683528393,57,/injections/inj_000126
inj_000127,113496532,train,planet_like,injection,short_deep,0.3104437397809714,2459828.690305866,8.33948671140234,0.08274678009068767,192,/injections/inj_000127
inj_000128,1551765596,train,planet_like,injection,roche_boundary,0.26383109953900435,2459842.2275309344,8.785604631349731,0.2026569070871675,278,/injections/inj_000128
inj_000129,1551357484,test,planet_like,injection,wd1856_like,1.525926743016927,2459838.37836792,6.3992433681466965,0.05727787657408458,33,/injections/inj_000129
inj_000130,1551595813,train,planet_like,injection,short_deep,0.2822748923496392,2459829.598040601,9.894099514567946,0.22770727362866527,282,/injections/inj_000130
inj_000131,1551497683,train,planet_like,injection,roche_boundary,0.24039254656081008,2459839.1321457815,6.806922187667162,0.056748828711368035,228,/injections/inj_000131
inj_000132,1551174856,train,planet_like,injection,wd1856_like,1.0088042278596834,2459845.413451624,7.644835506527224,0.12241877003598146,62,/injections/inj_000132
inj_000133,1551292772,train,planet_like,injection,short_deep,0.3120766600283032,2459837.733133791,11.575048487298865,0.22902482884453776,298,/injections/inj_000133
inj_000134,1551597987,train,planet_like,injection,roche_boundary,0.31841091446991454,2459833.984592012,6.748488868993748,0.21861923598345667,171,/injections/inj_000134
inj_000135,1201304400,test,planet_like,injection,wd1856_like,0.9908146772540725,2459827.8974218364,4.537531755901448,0.31506607589977964,26,/injections/inj_000135
inj_000136,1551746940,train,planet_like,injection,short_deep,0.1410744837738268,2459834.288133305,19.296729701721215,0.27551311426348957,1120,/injections/inj_000136
inj_000137,162462912,train,planet_like,injection,roche_boundary,0.27691113846534837,2459832.88628718,12.998173238549219,0.15324457397128569,372,/injections/inj_000137
inj_000138,1551656168,train,planet_like,injection,wd1856_like,1.8792097327086497,2459851.9337997865,8.950919259035995,0.3627657737048442,40,/injections/inj_000138
inj_000139,1551612097,train,planet_like,injection,short_deep,0.16222551075945343,2459848.203265591,5.894186014380808,0.17045474305040198,295,/injections/inj_000139
inj_000140,1551550609,validation,planet_like,injection,roche_boundary,0.19780385545662713,2459838.6655091867,10.347459146022931,0.194592026214503,424,/injections/inj_000140
inj_000141,1551364110,train,planet_like,injection,wd1856_like,1.0253256546539566,2459842.6346583525,6.957407587575098,0.49655393587715885,53,/injections/inj_000141
inj_000142,1551311020,train,planet_like,injection,short_deep,1.3435901648565813,2459826.4487528726,6.032050141709101,0.46189023846874266,33,/injections/inj_000142
inj_000143,1201300737,train,planet_like,injection,roche_boundary,0.21637557297128893,2459835.8489093906,14.566632791029473,0.28608084743942097,465,/injections/inj_000143
inj_000144,1551564634,test,planet_like,injection,wd1856_like,2.046840507224985,2459825.454200355,6.827601851634963,0.43946594808149825,26,/injections/inj_000144
inj_000145,1551321268,train,planet_like,injection,short_deep,1.4363827549291945,2459842.019894399,8.650653207691539,0.4398014635362911,51,/injections/inj_000145
inj_000146,1551640516,train,planet_like,injection,roche_boundary,0.3324290256452384,2459850.9456267096,8.143993698546417,0.04963601699027308,202,/injections/inj_000146
inj_000147,1551698447,test,planet_like,injection,wd1856_like,1.9114458262414282,2459835.510348974,7.4878771652307075,0.30758478403948336,33,/injections/inj_000147
inj_000148,1201300737,train,planet_like,injection,short_deep,0.18157398300854824,2459843.042244355,11.599504650031117,0.32387233926374226,442,/injections/inj_000148
inj_000149,1551230614,test,planet_like,injection,roche_boundary,0.312593374358447,2459844.8245258415,13.157511605773204,0.2253861731720459,335,/injections/inj_000149
inj_000150,1271206622,train,planet_like,injection,wd1856_like,2.0367518421294473,2459841.7279089754,4.1551114007448255,0.29818282448026817,13,/injections/inj_000150
inj_000151,1551592018,train,planet_like,injection,short_deep,1.2042138192880372,2459845.858355222,13.921633072006975,0.41503054318839794,90,/injections/inj_000151
inj_000152,1551244833,train,planet_like,injection,roche_boundary,0.26931747546353496,2459839.793284809,6.686907946266548,0.22512355883233048,198,/injections/inj_000152
inj_000153,1551705198,train,planet_like,injection,wd1856_like,1.719164065299863,2459847.295458394,5.1982554093116455,0.4835876382988155,23,/injections/inj_000153
inj_000154,160521427,train,planet_like,injection,short_deep,0.9061722020819991,2459839.9405762446,9.339839045317207,0.11937305441314058,76,/injections/inj_000154
inj_000155,1551507056,test,planet_like,injection,roche_boundary,0.3344177463132936,2459843.8169189906,8.298866841131744,0.21480437957370518,202,/injections/inj_000155
inj_000156,1551605955,train,planet_like,injection,wd1856_like,1.0664729298875586,2459844.93188318,5.075646375798345,0.14462402226670984,34,/injections/inj_000156
inj_000157,1551430363,train,planet_like,injection,short_deep,0.6721260912219399,2459840.0065968367,13.408879726039348,0.2735994398315677,157,/injections/inj_000157
inj_000158,1551173277,train,planet_like,injection,roche_boundary,0.1920673737665802,2459834.7802712196,5.098027107747208,0.055610076670651695,222,/injections/inj_000158
inj_000159,1551750391,train,planet_like,injection,wd1856_like,1.6537692552928493,2459840.2980130147,4.823361234105216,0.34052332304278465,23,/injections/inj_000159
inj_000160,1551553509,train,planet_like,injection,short_deep,1.3530335852789095,2459852.0984751945,18.038808957948127,0.42708050687025667,97,/injections/inj_000160
inj_000161,1551646660,test,planet_like,injection,roche_boundary,0.21482937580288805,2459831.1140292953,6.260979087402481,0.28680828061533853,238,/injections/inj_000161
inj_000162,1551229404,train,planet_like,injection,wd1856_like,0.8952986387821843,2459832.3209287575,4.992936330920754,0.3667723828855034,45,/injections/inj_000162
inj_000163,1551633336,train,planet_like,injection,short_deep,0.7476557855692932,2459845.5752425576,19.3900894378618,0.05018380065700548,214,/injections/inj_000163
inj_000164,1551655193,train,planet_like,injection,roche_boundary,0.20022480304923718,2459843.419830917,6.9063184549920145,0.09499831504397117,283,/injections/inj_000164
inj_000165,1551247328,test,planet_like,injection,wd1856_like,0.8037220671620611,2459836.3075938355,9.134088936380701,0.16758732202689824,88,/injections/inj_000165
inj_000166,1551506315,train,planet_like,injection,short_deep,0.24109323244849049,2459836.9182683076,17.591927706017827,0.13125744849216872,585,/injections/inj_000166
inj_000167,1551553509,train,planet_like,injection,roche_boundary,0.2968621998697822,2459825.753826084,14.080853628090683,0.15739097804199464,385,/injections/inj_000167
inj_000168,611160563,train,planet_like,injection,wd1856_like,1.5931359857981962,2459829.5018509706,4.654651430755832,0.4366370556846102,24,/injections/inj_000168
inj_000169,1551419082,validation,planet_like,injection,short_deep,0.7272576045261091,2459849.880177107,18.436205760846317,0.1349626322886684,210,/injections/inj_000169
inj_000170,1551409994,train,planet_like,injection,roche_boundary,0.2758675889814131,2459833.384609974,5.086102137870236,0.27734399237508023,149,/injections/inj_000170
inj_000171,162038177,test,planet_like,injection,wd1856_like,1.5289189949061381,2459832.420325642,6.451716347454555,0.26200079020282663,32,/injections/inj_000171
inj_000172,1551424964,train,planet_like,injection,short_deep,0.753786057521239,2459831.16380425,12.071060083512576,0.28423277501637745,127,/injections/inj_000172
inj_000173,1551233525,validation,planet_like,injection,roche_boundary,0.23687979377321317,2459829.081942058,7.1369861730695465,0.21831847621094247,255,/injections/inj_000173
inj_000174,1551284807,validation,planet_like,injection,wd1856_like,1.9733801934979767,2459852.0308597498,11.68143634384757,0.25680647217112806,49,/injections/inj_000174
inj_000175,1271338258,train,planet_like,injection,short_deep,1.4765721507697853,2459832.292803909,19.462556097504805,0.31201536873686564,111,/injections/inj_000175
inj_000176,1551667999,train,planet_like,injection,roche_boundary,0.2794325917186364,2459841.775981848,12.687604139593526,0.17980396318663422,378,/injections/inj_000176
inj_000177,1551564040,test,planet_like,injection,wd1856_like,0.8527841746303543,2459832.319654676,6.212427053171221,0.3218111257135991,59,/injections/inj_000177
inj_000178,1551405046,train,planet_like,injection,short_deep,0.12058511383664301,2459835.4994415827,3.2868707876565515,0.43874044808316337,224,/injections/inj_000178
inj_000179,1551519319,train,planet_like,injection,roche_boundary,0.2824724712928971,2459850.7476668716,9.721429140804206,0.25076561951540344,275,/injections/inj_000179
inj_000180,1551174856,train,planet_like,injection,wd1856_like,1.572960164212761,2459851.881687414,9.370891833043952,0.19893829889519732,45,/injections/inj_000180
inj_000181,1551320065,train,planet_like,injection,short_deep,0.22548075962462,2459830.4242669516,4.1505520810405345,0.1814185152879169,150,/injections/inj_000181
inj_000182,1551311020,train,planet_like,injection,roche_boundary,0.2656734843848592,2459852.6738421544,7.270617016281985,0.26294633120239747,224,/injections/inj_000182
inj_000183,1551277695,train,planet_like,injection,wd1856_like,1.8672821132819473,2459841.284142179,9.916189146629911,0.4548197118534526,45,/injections/inj_000183
inj_000184,1551715704,validation,planet_like,injection,short_deep,0.4294803508910491,2459849.2116203797,5.436052468637447,0.35618705378199733,106,/injections/inj_000184
inj_000185,1551515049,train,planet_like,injection,roche_boundary,0.22153942485851136,2459841.2003350263,4.689388665599177,0.11810318729284648,169,/injections/inj_000185
inj_000186,1551209067,train,planet_like,injection,wd1856_like,0.9730496773867957,2459842.786224916,10.939643415233235,0.460840199404763,96,/injections/inj_000186
inj_000187,1551220329,validation,planet_like,injection,short_deep,1.1338494568631385,2459849.6713447818,17.845921680939433,0.4116136462719254,128,/injections/inj_000187
