injection_id,tic,sector,camera,ccd,tessmag,aperture,signal_family,period_d,t0_d,t0_bjd,duration_min,depth,baseline,n_cadences,n_quality_zero,n_in_transit,n_good_in_transit,split,label,label_source,source_export_h5,source_target_group,h5_group
inj_000017,1551235898,56,4,1,19.58981545564929,DET_FLUX,roche_boundary,0.22157560799940645,2850.8534772227654,2459850.853477223,7.27845310827615,0.020513892162527893,0.9999999701976776,11775,11534,269,262,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551235898,/injections/inj_000017
inj_000018,1551649922,56,4,2,18.75935778411225,DET_FLUX,wd1856_like,1.2620967134741938,2844.0103964219074,2459844.010396422,10.16277764019162,0.12693808444495103,1.0,11775,11775,66,66,validation,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551649922,/injections/inj_000018
inj_000019,1551622574,56,4,2,19.69418700321728,DET_FLUX,short_deep,0.6429403441882373,2832.366976711579,2459832.3669767114,6.288005954302695,0.2528359278683842,1.0,11775,11625,76,74,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551622574,/injections/inj_000019
inj_000020,1551316193,56,4,1,19.34520382270183,DET_FLUX,roche_boundary,0.2796797441693685,2826.923662136853,2459826.923662137,8.297204189822812,0.13388375518345072,0.9999999701976776,11775,11696,243,241,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551316193,/injections/inj_000020
inj_000021,1551308147,56,4,1,19.41006045694077,DET_FLUX,wd1856_like,2.436816189134945,2829.4602910211784,2459829.460291021,8.780826328700678,0.4807979131415024,0.9999999701976776,11775,11674,26,26,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551308147,/injections/inj_000021
inj_000022,1271336033,56,4,3,18.78238100972742,DET_FLUX,short_deep,0.23415922058386485,2839.8013684431194,2459839.8013684433,12.027034186090729,0.08800393573778215,1.0000000298023224,11775,11282,421,402,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001271336033,/injections/inj_000022
inj_000023,1551506055,56,4,1,18.97478842709963,DET_FLUX,roche_boundary,0.20528584661406832,2843.962211538785,2459843.9622115386,11.140207699345089,0.23405735152105597,1.0,11775,11568,441,435,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551506055,/injections/inj_000023
inj_000024,1201236990,56,4,4,19.79382940191704,DET_FLUX,wd1856_like,1.2033596141439817,2840.288615851821,2459840.2886158517,11.824820093550022,0.14535925248998394,1.0,11775,10504,77,67,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001201236990,/injections/inj_000024
inj_000025,1551635913,56,4,2,19.37519922365265,DET_FLUX,short_deep,0.12381389581341574,2851.4277801358953,2459851.427780136,18.5104488072963,0.09744115350212017,0.9999999701976776,11775,11642,1224,1207,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551635913,/injections/inj_000025
inj_000026,1551604913,56,4,2,17.69185517257949,DET_FLUX,roche_boundary,0.28076203821980533,2850.834485839305,2459850.834485839,14.492334288439395,0.1610522873615579,1.0,11775,11695,426,426,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551604913,/injections/inj_000026
inj_000027,1551437266,56,4,1,19.07208032590528,DET_FLUX,wd1856_like,1.5389579680553214,2841.4847521645906,2459841.4847521647,7.862402841584021,0.3296427007763814,1.0,11775,11661,42,42,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551437266,/injections/inj_000027
inj_000028,1551667521,56,4,2,19.75783419927676,DET_FLUX,short_deep,0.5580098834627929,2837.009175199345,2459837.0091751995,5.578362868712786,0.40725103519751504,1.0,11775,11775,80,80,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551667521,/injections/inj_000028
inj_000029,1551753732,56,4,2,19.55449780883878,DET_FLUX,roche_boundary,0.32578234488101926,2835.925319711043,2459835.925319711,11.242098163007828,0.18749086463717088,1.0,11775,11775,281,281,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551753732,/injections/inj_000029
inj_000030,1201290855,56,4,3,17.57296138035557,DET_FLUX,wd1856_like,0.8422102024995917,2833.001434975834,2459833.001434976,7.255516727037285,0.2998335585417822,1.0000000298023224,11775,10076,72,63,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001201290855,/injections/inj_000030
inj_000031,1551620049,56,4,2,19.15391253734879,DET_FLUX,short_deep,0.20349527414765195,2834.655553542549,2459834.6555535425,7.3151817710003835,0.30356955603075886,1.0,11775,11587,291,286,validation,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551620049,/injections/inj_000031
inj_000032,1551622150,56,4,2,20.05003411253754,DET_FLUX,roche_boundary,0.2682326744689889,2830.2380324252035,2459830.2380324253,10.179593895787871,0.2897169424824593,1.0,11775,11627,307,301,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551622150,/injections/inj_000032
inj_000033,1551397871,56,4,1,19.91589163144855,DET_FLUX,wd1856_like,1.406195432396921,2826.517442229727,2459826.5174422297,8.430416578903888,0.3769387611888576,1.0,11775,11775,49,49,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551397871,/injections/inj_000033
inj_000034,1551455223,56,4,1,20.08182034427782,DET_FLUX,short_deep,0.2520019847807542,2844.946700081419,2459844.946700081,7.310633087251678,0.2053604708840128,1.0,11775,11591,236,232,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551455223,/injections/inj_000034
inj_000035,1201305778,56,4,3,19.57989280196363,DET_FLUX,roche_boundary,0.2130771898248589,2833.9379485223867,2459833.937948522,9.722252611791914,0.13365208496645103,1.0,11775,10104,374,318,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001201305778,/injections/inj_000035
inj_000036,1551599474,56,4,2,19.84308602272971,DET_FLUX,wd1856_like,1.2207246100446927,2844.70691328716,2459844.7069132873,8.63746600525857,0.5067918482745437,0.9999999701976776,11775,11728,51,51,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551599474,/injections/inj_000036
inj_000037,1551739701,56,4,2,19.94862012682609,DET_FLUX,short_deep,0.21549452893817153,2834.868098236505,2459834.8680982366,17.06614423390048,0.3592951711210708,1.0,11775,11775,645,645,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551739701,/injections/inj_000037
inj_000038,1201300737,56,4,3,19.64035211809779,DET_FLUX,roche_boundary,0.20570813335022678,2838.2772541802237,2459838.27725418,12.700684859506492,0.020497338474373933,1.0,11775,10033,506,433,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001201300737,/injections/inj_000038
inj_000039,1551614184,56,4,2,19.23906697992204,DET_FLUX,wd1856_like,2.0327167345245396,2831.7792454297633,2459831.7792454297,8.441630295253365,0.4292853753702932,1.0,11775,11649,30,30,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551614184,/injections/inj_000039
inj_000040,1551378553,56,4,1,19.99940177443171,DET_FLUX,short_deep,0.1647601803811339,2830.134869574429,2459830.1348695746,18.998321541669597,0.13189099385451286,0.9999999701976776,11775,11708,939,934,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551378553,/injections/inj_000040
inj_000041,1551721965,56,4,2,19.88628364679608,DET_FLUX,roche_boundary,0.27593399081418774,2831.210692467337,2459831.210692467,11.935874108765844,0.2667066135720611,1.0,11775,11775,356,356,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551721965,/injections/inj_000041
inj_000042,1551746940,56,4,2,19.69270021119552,DET_FLUX,wd1856_like,2.3225737221270273,2826.9657442297407,2459826.96574423,6.955837705924497,0.2403980407156847,1.0,11775,11775,22,22,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551746940,/injections/inj_000042
inj_000043,1551442839,56,4,1,17.55884576178294,DET_FLUX,short_deep,0.23463232953538868,2837.1571871867163,2459837.1571871866,10.985241545428632,0.0520054926405458,1.0,11775,11681,384,382,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551442839,/injections/inj_000043
inj_000044,1551552115,56,4,1,19.95085968302663,DET_FLUX,roche_boundary,0.19135246348296947,2841.7148760618093,2459841.714876062,6.805573633392603,0.12955935063057905,1.0,11775,11580,293,289,validation,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551552115,/injections/inj_000044
inj_000045,1201294972,56,4,3,19.2057163298766,DET_FLUX,wd1856_like,2.1383408634315852,2853.087425189433,2459853.0874251896,8.283508870303859,0.20374997349285467,1.0,11775,10067,35,30,validation,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001201294972,/injections/inj_000045
inj_000046,1551566503,56,4,1,20.01195502905756,DET_FLUX,short_deep,0.5271703889588224,2839.477636382226,2459839.4776363824,6.057503886433864,0.13823739905544874,1.0,11775,11608,95,95,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551566503,/injections/inj_000046
inj_000047,1551760537,56,4,2,19.04183969784043,DET_FLUX,roche_boundary,0.2022385832236711,2826.950778127425,2459826.9507781276,5.755435451005507,0.16342011167110998,1.0,11775,11775,235,235,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551760537,/injections/inj_000047
inj_000048,1201295320,56,4,3,19.59862270865145,DET_FLUX,wd1856_like,1.3856111932050625,2826.05229683218,2459826.052296832,10.128833733359361,0.39590952488942116,1.0,11775,10059,57,48,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001201295320,/injections/inj_000048
inj_000049,1551303384,56,4,1,18.60573258085837,DET_FLUX,short_deep,1.1240801771252302,2830.060113123614,2459830.0601131236,4.577862352091701,0.3314747096901647,1.0,11775,11663,34,34,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551303384,/injections/inj_000049
inj_000050,1551432398,56,4,1,19.1157319423742,DET_FLUX,roche_boundary,0.32245996688186174,2835.376460552624,2459835.3764605527,8.689398335674278,0.2113988234224894,1.0000000298023224,11775,11608,218,216,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551432398,/injections/inj_000050
inj_000051,150713389,56,1,2,14.43964658752924,DET_FLUX,wd1856_like,1.1919264395230884,2839.5055339982987,2459839.5055339984,4.043082810671185,0.15835589785239468,1.0,11775,9722,28,24,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000000150713389,/injections/inj_000051
inj_000052,1551230948,56,4,1,19.34477240070846,DET_FLUX,short_deep,0.19997534038122905,2828.8530536118274,2459828.8530536117,15.491381576894277,0.030840609607251792,1.0,11775,11541,635,622,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551230948,/injections/inj_000052
inj_000053,1551291890,56,4,1,19.54608107853386,DET_FLUX,roche_boundary,0.21778689407881854,2831.0662136750684,2459831.066213675,7.174755537469413,0.024260219242705272,1.0000000298023224,11775,11634,274,271,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551291890,/injections/inj_000053
inj_000054,1551529135,56,4,1,19.47795733766418,DET_FLUX,wd1856_like,0.97081997049697,2830.287515499619,2459830.2875154996,7.748627979546874,0.25428751159058777,1.0,11775,11621,69,67,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551529135,/injections/inj_000054
inj_000055,1551358712,56,4,1,19.25393314479236,DET_FLUX,short_deep,0.925529196291957,2850.8490542949994,2459850.849054295,19.45489289115604,0.4917908750830505,0.9999999701976776,11775,11740,175,175,validation,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551358712,/injections/inj_000055
inj_000056,1551571993,56,4,1,19.41781801177327,DET_FLUX,roche_boundary,0.289600902519758,2843.483682183252,2459843.483682183,10.48617653228092,0.0354460027353173,1.0,11775,11572,294,288,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551571993,/injections/inj_000056
inj_000057,160521427,56,4,3,17.28509871634466,DET_FLUX,wd1856_like,1.2876784931671719,2839.79294399942,2459839.7929439996,4.280004906228836,0.16301824256837916,0.9999999701976776,11775,10768,29,27,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000000160521427,/injections/inj_000057
inj_000058,1551743478,56,4,2,19.26631718515155,DET_FLUX,short_deep,0.1469004553925419,2843.008530085846,2459843.008530086,12.455829827619601,0.18671357763788501,1.0,11775,11775,695,695,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551743478,/injections/inj_000058
inj_000059,1551608916,56,4,2,19.27522865702235,DET_FLUX,roche_boundary,0.28551385933859313,2845.1524342756957,2459845.1524342755,11.218442988622611,0.047374060425041734,1.0,11775,11775,316,316,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551608916,/injections/inj_000059
inj_000060,1551695269,56,4,2,20.0962699997964,DET_FLUX,wd1856_like,1.9929791603191003,2828.298341308794,2459828.2983413087,10.313808396492504,0.05658439929903293,1.0,11775,11775,42,42,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551695269,/injections/inj_000060
inj_000061,199666369,56,4,4,12.32308000946653,DET_FLUX,short_deep,0.21440260940933795,2830.966756286955,2459830.966756287,11.8708134633033,0.14990719663508117,1.0,11775,11062,455,427,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000000199666369,/injections/inj_000061
inj_000062,1551292772,56,4,1,19.28883303472425,DET_FLUX,roche_boundary,0.29685725950821035,2836.8458412783752,2459836.8458412783,14.877541947605849,0.26131361099782696,1.0,11775,11655,406,402,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551292772,/injections/inj_000062
inj_000063,1551553656,56,4,1,19.6872584912396,DET_FLUX,wd1856_like,1.0810217189172242,2850.685714988822,2459850.685714989,5.483589559879755,0.24390794579073666,1.0,11775,11573,52,50,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551553656,/injections/inj_000063
inj_000064,117070953,56,2,2,13.41788633672575,DET_FLUX,short_deep,0.20399051466810453,2846.214050265958,2459846.214050266,5.997044806488735,0.4068924108430362,1.0,11775,11623,240,237,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000000117070953,/injections/inj_000064
inj_000065,163614174,56,2,2,16.29324965251521,DET_FLUX,roche_boundary,0.31683366560152687,2838.598894769794,2459838.59889477,8.904967022554308,0.08859352857948274,1.0,11775,11207,231,223,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000000163614174,/injections/inj_000065
inj_000066,1551651952,56,4,2,19.31469012270085,DET_FLUX,wd1856_like,1.7831675107753917,2851.477156818953,2459851.477156819,8.803805157932965,0.13409866264614756,1.0,11775,11775,37,37,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551651952,/injections/inj_000066
inj_000067,1551707885,56,4,2,18.98742594694356,DET_FLUX,short_deep,1.442103716608073,2847.3174142353687,2459847.3174142353,17.93219300327985,0.08079099696848704,1.0,11775,11775,103,103,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551707885,/injections/inj_000067
inj_000068,1551344626,56,4,1,17.83913307877928,DET_FLUX,roche_boundary,0.2947039334135108,2847.245578861084,2459847.245578861,3.0293118561250245,0.2090704319188948,1.0000000298023224,11775,11654,82,82,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551344626,/injections/inj_000068
inj_000069,1551651065,56,4,2,19.27476850468891,DET_FLUX,wd1856_like,1.3937859667795296,2833.6389015663253,2459833.638901566,6.903493703019528,0.4024486035297201,1.0,11775,11775,42,42,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551651065,/injections/inj_000069
inj_000070,1551415185,56,4,1,19.92715384753086,DET_FLUX,short_deep,0.4814513909613766,2833.7550503210305,2459833.755050321,4.090866849240403,0.03536843269430352,1.0000000298023224,11775,11664,77,77,validation,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551415185,/injections/inj_000070
inj_000071,1551718820,56,4,2,18.96727497079872,DET_FLUX,roche_boundary,0.21850446157693745,2838.6678571368298,2459838.667857137,12.93576221807285,0.10063783765646113,1.0,11775,11775,486,486,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551718820,/injections/inj_000071
inj_000072,1551715704,56,4,2,17.97339418949172,DET_FLUX,wd1856_like,1.6210959413812245,2840.2761248514694,2459840.2761248513,4.4406977452644325,0.4040971370926422,1.0,11775,11775,21,21,validation,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551715704,/injections/inj_000072
