injection_id,tic,sector,camera,ccd,tessmag,aperture,apertures,signal_family,period_d,t0_d,t0_bjd,duration_min,depth,radius_rearth,radius_rwd,impact_b,a_over_rwd,inclination_deg,target_depth,geometric_depth,model_depth,sampled_model_depth,duration_model,injection_model,sampling_mode,grid_period_bin,grid_radius_bin,grid_depth_bin,grid_cell_id,period_bin_lo_d,period_bin_hi_d,radius_bin_lo_rearth,radius_bin_hi_rearth,depth_bin_lo,depth_bin_hi,baseline,n_cadences,n_quality_zero,n_in_transit,n_good_in_transit,split,label,label_source,source_export_h5,source_target_group,h5_group
inj_000010,2014116807,56,3,2,19.73224119195264,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.21542060122404277,2844.766822128668,2459844.7668221286,2.0,0.03703829887185173,0.4652946980530081,0.32813726071941945,1.0646653444757863,98.11432627161615,89.37825564974618,0.03703829887185185,0.03703829887185173,0.005170342953521145,0.005170182284617297,wd_density_batman,batman_quadratic,period_depth_grid,1,,0,p01_d00,0.13309916273040112,0.2214423389941725,,,0.003,0.1022,1.0,11775,11775,74,74,validation,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000010
inj_000011,2025324688,56,1,3,19.64387803094565,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.21192482786037542,2850.934999673244,2459850.934999673,2.0,0.12485213940042808,0.7879797522016653,0.5557026943822271,1.0332196852859759,97.04999029186813,89.39000255995975,0.12485213940042812,0.12485213940042808,0.022588567264225312,0.02258857609604903,wd_density_batman,batman_quadratic,period_depth_grid,1,,1,p01_d01,0.13309916273040112,0.2214423389941725,,,0.1022,0.2014,1.0,11775,10357,78,69,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000011
inj_000012,2004637524,56,2,2,20.00832621088335,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.14797231203158578,2828.4624407160427,2459828.462440716,2.0,0.20695878675179485,2.090175208025237,1.4740429453741761,1.8716468131819703,76.38262450493131,88.59590845340286,0.20695878675179494,0.20695878675179485,0.0446790595413914,0.04467860283416836,wd_density_batman,batman_quadratic,period_depth_grid,1,,2,p01_d02,0.13309916273040112,0.2214423389941725,,,0.2014,0.3006,1.0000000298023224,11775,11066,111,103,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000012
inj_000013,1980314591,56,3,3,18.24291787693759,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.19271484742125464,2825.7593551962614,2459825.7593551963,2.7690744458655896,0.36720487124433115,6.165930135975461,4.348365526348221,4.522255339650396,91.09287040489703,87.15441293232321,0.36720487124432866,0.36720487124433115,0.1542407060600306,0.15424072270613265,wd_density_batman,batman_quadratic,period_depth_grid,1,,3,p01_d03,0.13309916273040112,0.2214423389941725,,,0.3006,0.3998,1.0000000298023224,11775,11186,121,113,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000013
inj_000014,2053384964,56,1,4,19.91697151437312,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.17265571664546167,2832.4762779392677,2459832.476277939,2.3148853694411895,0.4111214540542357,3.9678886789545147,2.7982526502019165,2.8800736912683798,84.65674742396887,88.05038676242944,0.41112145405423567,0.4111214540542357,0.1435641611764028,0.14356337885145776,wd_density_batman,batman_quadratic,period_depth_grid,1,,4,p01_d04,0.13309916273040112,0.2214423389941725,,,0.3998,0.499,1.0,11775,11046,111,104,test,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000014
inj_000015,1400836287,56,4,4,19.01324089143417,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.1547419862268377,2830.4958990418536,2459830.4958990416,3.2773811519595477,0.5970355087332516,7.3334583208030315,5.17173510692829,4.986789795519272,78.69486262898194,86.36680757597419,0.597035508733247,0.5970355087332516,0.30072521872306546,0.30072071185260163,wd_density_batman,batman_quadratic,period_depth_grid,1,,5,p01_d05,0.13309916273040112,0.2214423389941725,,,0.499,0.5982,1.0,11775,11732,172,171,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000015
inj_000016,2053823616,56,1,1,19.67606303646266,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.16196556303017676,2843.0658774579765,2459843.065877458,2.8605162172784553,0.6665545252257654,4.791131504008656,3.378823730531328,3.06647882649692,81.12525226441367,87.83374281696538,0.666554525225765,0.6665545252257654,0.2897220068080697,0.28972275325403374,wd_density_batman,batman_quadratic,period_depth_grid,1,,6,p01_d06,0.13309916273040112,0.2214423389941725,,,0.5982,0.6974,1.0,11775,9041,145,111,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000016
inj_000017,1201308812,56,4,3,19.35085865447867,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.14837069569773464,2828.0722165319585,2459828.0722165317,2.0,0.7583924750017671,1.2406540495402094,0.874939738234886,0.15405823961139747,76.51965893471171,89.88464542295333,0.7583924750017669,0.7583924750017671,0.16245543261504858,0.1624548078824607,wd_density_batman,batman_quadratic,period_depth_grid,1,,7,p01_d07,0.13309916273040112,0.2214423389941725,,,0.6974,0.7966,1.0,11775,10085,110,94,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000017
inj_000018,2053051823,56,1,3,19.40540483629199,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.177964072789294,2828.0682536758736,2459828.068253676,3.088102819281952,0.8740017100496076,4.309327922341307,3.039043999202608,2.3705669083678984,86.38317472520735,88.42746538352249,0.8740017100496065,0.8740017100496076,0.4102351042199519,0.4102332381878595,wd_density_batman,batman_quadratic,period_depth_grid,1,,8,p01_d08,0.13309916273040112,0.2214423389941725,,,0.7966,0.8957999999999999,1.0,11775,10571,142,128,validation,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000018
inj_000019,1977180653,56,3,1,19.05102838063807,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.21497763753360202,2843.164016207405,2459843.164016207,3.5145949361875597,0.9135271203652996,4.785549547925694,3.3748871978646466,2.631907778843769,97.97978020351071,88.4607502887161,0.9135271203652993,0.9135271203652996,0.49507031434863324,0.4950670511627908,wd_density_batman,batman_quadratic,period_depth_grid,1,,9,p01_d09,0.13309916273040112,0.2214423389941725,,,0.8957999999999999,0.995,0.9999999701976776,11775,11508,135,132,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000019
inj_000020,1271205067,56,4,4,19.92086455766265,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.22382858329396124,2853.007039622904,2459853.007039623,2.0,0.0640843881999437,0.4319848340815833,0.30464632569639755,0.8927459605223784,100.65097065753987,89.49179579599986,0.06408438819994373,0.0640843881999437,0.00969018645002706,0.00969019069154553,wd_density_batman,batman_quadratic,period_depth_grid,2,,0,p02_d00,0.2214423389941725,0.3684223739148252,,,0.003,0.1022,1.0,11775,10733,71,63,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000020
inj_000021,2053086603,56,1,3,18.83954613399401,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_giant_or_bd,0.33974257055039203,2846.9419111137254,2459846.941911114,2.9837685894802584,0.16082860481317082,9.057883294252406,6.38784199460955,6.934880425588851,132.9354823871418,87.0096785659371,0.1608286048131663,0.16082860481317082,0.07230640163489388,0.07230662621292694,wd_density_batman,batman_quadratic,period_depth_grid,2,,1,p02_d01,0.2214423389941725,0.3684223739148252,,,0.1022,0.2014,1.0,11775,10363,73,63,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000021
inj_000022,2001371631,56,2,3,18.8065700727561,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_earth_size,0.2830937180410661,2848.206616081379,2459848.2066160813,2.0,0.20964184746028228,0.7109113000054921,0.501352127102269,0.6888496673085813,117.71390266032728,89.6647090697876,0.2096418474602822,0.20964184746028228,0.0451172700751713,0.04511718728431402,wd_density_batman,batman_quadratic,period_depth_grid,2,,2,p02_d02,0.2214423389941725,0.3684223739148252,,,0.2014,0.3006,0.9999999701976776,11775,10886,59,55,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000022
inj_000023,2009263234,56,2,2,19.56741726553688,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_giant_or_bd,0.31756270959414085,2839.8196875284702,2459839.8196875285,2.0,0.3382548838528533,1.226836452201109,0.8651952288743694,0.932258367441569,127.08489550458076,89.57969081429856,0.3382548838528532,0.3382548838528533,0.08981873545382846,0.0898171991895077,wd_density_batman,batman_quadratic,period_depth_grid,2,,3,p02_d03,0.2214423389941725,0.3684223739148252,,,0.3006,0.3998,1.0,11775,9878,54,46,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000023
inj_000024,2007141259,56,2,2,19.78445388418271,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_giant_or_bd,0.3051332635330563,2840.683313788961,2459840.683313789,2.6988750086216386,0.4012581758119563,3.6838021914177554,2.597907874691292,2.6912665680082553,123.74679877505788,88.75382332692907,0.40125817581195616,0.4012581758119563,0.16102706925627142,0.16102722390762492,wd_density_batman,batman_quadratic,period_depth_grid,2,,4,p02_d04,0.2214423389941725,0.3684223739148252,,,0.3998,0.499,0.9999999701976776,11775,10558,74,66,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000024
inj_000025,1102562542,56,4,3,18.90813124186911,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_giant_or_bd,0.25363273191456936,2848.6799986944407,2459848.6799986945,2.1595026603443856,0.5389472964525888,1.8741231398382296,1.3216777150710937,1.1228183967868421,109.39844189713106,89.41193052011391,0.5389472964525888,0.5389472964525888,0.16455156181483688,0.16454973325897293,wd_density_batman,batman_quadratic,period_depth_grid,2,,5,p02_d05,0.2214423389941725,0.3684223739148252,,,0.499,0.5982,0.9999999701976776,11775,10400,68,61,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000025
inj_000026,2025672441,56,1,2,19.21383493115761,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_giant_or_bd,0.2809436964194626,2845.9629664539857,2459845.962966454,2.6412926382064916,0.599696354224754,2.7481189871090224,1.9380410744724377,1.6916350547383692,117.11714179704956,89.17239339944798,0.5996963542247541,0.599696354224754,0.2296590933496836,0.22965875848982964,wd_density_batman,batman_quadratic,period_depth_grid,2,,6,p02_d06,0.2214423389941725,0.3684223739148252,,,0.5982,0.6974,0.9999999701976776,11775,10218,75,65,validation,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000026
inj_000027,1960241428,56,2,2,19.06000266459232,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.24031003658843536,2844.7774554946245,2459844.7774554947,2.0966202759340327,0.7808830904711186,1.490776257302292,1.051332068608685,0.4158357974134126,105.53314398971558,89.77423492833007,0.7808830904711188,0.7808830904711186,0.21107971194214836,0.21107487878381448,wd_density_batman,batman_quadratic,period_depth_grid,2,,7,p02_d07,0.2214423389941725,0.3684223739148252,,,0.6974,0.7966,1.0,11775,11565,69,69,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000027
inj_000028,1980943558,56,3,3,18.73221876674061,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.2256542469973126,2828.7921484510734,2459828.792148451,2.0,0.7968273808258585,1.345378205887652,0.9487937880205278,0.2422454838104907,101.19753750565953,89.86284590093629,0.7968273808258586,0.7968273808258585,0.19959621929614768,0.19956111790919429,wd_density_batman,batman_quadratic,period_depth_grid,2,,8,p02_d08,0.2214423389941725,0.3684223739148252,,,0.7966,0.8957999999999999,1.0,11775,9714,74,64,test,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000028
inj_000029,2004634417,56,2,2,19.74453084882839,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.22679795719183815,2830.131299846375,2459830.1312998463,4.467552168213372,0.9877018214485231,6.945846594367668,4.898381787693316,3.968541385162566,101.53919029552738,87.76009045915241,0.987701821448526,0.9877018214485231,0.7091257636018997,0.7091055342201854,wd_density_batman,batman_quadratic,period_depth_grid,2,,9,p02_d09,0.2214423389941725,0.3684223739148252,,,0.8957999999999999,0.995,1.0,11775,11109,167,154,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000029
inj_000030,2040594846,56,2,4,16.60701751948867,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_earth_size,0.42756506986845794,2834.8626781700364,2459834.86267817,2.0,0.04989309326141581,0.8555501008163551,0.6033549654978428,1.333481288354046,154.95624448776076,89.50693311411005,0.04989309326141567,0.04989309326141581,0.00887365732513834,0.008873651488295664,wd_density_batman,batman_quadratic,period_depth_grid,3,,0,p03_d00,0.3684223739148252,0.6129588687401253,,,0.003,0.1022,1.0,11775,11775,39,39,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000030
inj_000031,1882029105,56,3,4,19.86321670005719,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_giant_or_bd,0.4968116814330669,2844.7988021539927,2459844.798802154,2.907956730153233,0.11524835443163295,8.228937613131782,5.803249119972653,6.442138742689419,171.26507250449723,87.84430968856661,0.11524835443162282,0.11524835443163295,0.0502133421577724,0.05020634678147573,wd_density_batman,batman_quadratic,period_depth_grid,3,,1,p03_d01,0.3684223739148252,0.6129588687401253,,,0.1022,0.2014,1.0,11775,11775,50,50,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000031
inj_000032,2052860662,56,1,3,19.38489473153837,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_giant_or_bd,0.3764667366668834,2841.2471372278274,2459841.247137228,2.1705889516040413,0.2741753667284559,2.2276012542344077,1.5709591718931386,1.8448863126219193,142.3503949811094,89.25741576794151,0.2741753667284559,0.2741753667284559,0.08743374499008483,0.08743208040581596,wd_density_batman,batman_quadratic,period_depth_grid,3,,2,p03_d02,0.3684223739148252,0.6129588687401253,,,0.2014,0.3006,1.0000000298023224,11775,9416,47,38,test,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000032
inj_000033,1978709091,56,3,4,19.32752522954339,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_giant_or_bd,0.4476982856196172,2850.885338713307,2459850.8853387134,4.284303267585998,0.3498831738182148,9.177414067085648,6.472138034373809,6.686149847062197,159.78324042443808,87.6017506377822,0.34988317381823025,0.3498831738182148,0.22726388975537193,0.22726389067764885,wd_density_batman,batman_quadratic,period_depth_grid,3,,3,p03_d03,0.3684223739148252,0.6129588687401253,,,0.3006,0.3998,0.9999999701976776,11775,11058,80,74,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000033
inj_000034,1883846309,56,3,4,19.14234590991757,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_giant_or_bd,0.5202756380072112,2834.5775845011244,2459834.5775845014,5.099070951881961,0.4941356934342089,9.25053850292238,6.523707184350207,6.507317211793545,176.61595360124429,87.88849074817651,0.49413569343420016,0.4941356934342089,0.36903500345167983,0.36903700571577236,wd_density_batman,batman_quadratic,period_depth_grid,3,,4,p03_d04,0.3684223739148252,0.6129588687401253,,,0.3998,0.499,1.0,11775,10125,82,69,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000034
inj_000035,1400735169,56,4,1,19.70099457374359,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_earth_size,0.41480600663494044,2827.1668868533443,2459827.1668868535,2.1269326952239322,0.5065073613584669,1.0618084571581012,0.748813429421195,0.4153797955373931,151.8579832637353,89.8432776575473,0.5065073613584669,0.5065073613584669,0.1425563880330999,0.142511825159934,wd_density_batman,batman_quadratic,period_depth_grid,3,,5,p03_d05,0.3684223739148252,0.6129588687401253,,,0.499,0.5982,1.0,11775,11775,51,51,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000035
inj_000036,1400711911,56,4,1,17.8741863890277,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_giant_or_bd,0.3913243069105055,2833.8955499859067,2459833.895549986,2.7804955320460234,0.6442335674090983,2.2458898562636125,1.5838567436844408,1.2446526354695213,146.07149922052002,89.51178562327678,0.6442335674090982,0.6442335674090983,0.25492101872811956,0.2546087712249463,wd_density_batman,batman_quadratic,period_depth_grid,3,,6,p03_d06,0.3684223739148252,0.6129588687401253,,,0.5982,0.6974,1.0,11775,11733,58,58,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/depth_bin_hi,/injections/inj_000036
