tic_id,has_h5,h5_status_class,is_julien_example,source_ids,n_source_ids,max_pwd,min_pwd,any_highconf_wd,tic_match_statuses,gaia_twirl_tmag_min,gaia_twirl_tmag_max,unique_tic_tmag_min,unique_tic_tmag_max,tic_bridge_source_count,n_obs_rows,orbits,detectors,cameras,ccds,colpix_min,colpix_max,rowpix_min,rowpix_max,any_edge_warn
1551567730,False,within_ticmag20_edge_warn,False,2161357496174183936,1,0.014185,0.014185,False,unique_tic,16.849160548481585,16.849160548481585,16.9112,16.9112,1,2,119;120,cam4/ccd1,cam4,ccd1,2092.4321,2092.4321,1465.8572,1465.8572,True
1551574006,False,within_ticmag20_edge_warn,False,2161596326420275328,1,0.998989,0.998989,True,unique_tic,19.05517452960212,19.05517452960212,19.0683,19.0683,1,2,119;120,cam4/ccd1,cam4,ccd1,2091.8818,2091.8818,1625.018,1625.018,True
1551586878,False,within_ticmag20_edge_warn,False,2256622890160097280,1,0.110383,0.110383,False,unique_tic,20.00663750790842,20.00663750790842,19.97,19.97,1,2,119;120,cam4/ccd1,cam4,ccd1,2090.7632,2090.7632,1236.6787,1236.6787,True
1551588339,False,within_ticmag20_edge_warn,False,2256665019496714112,1,0.997985,0.997985,True,unique_tic,19.673215090604455,19.673215090604455,19.695,19.695,1,2,119;120,cam4/ccd1,cam4,ccd1,2091.6406,2091.6406,1338.4636,1338.4636,True
1551612092,False,within_ticmag20_edge_warn,False,2257539268677982848,1,0.070116,0.070116,False,unique_tic,19.89602086871655,19.89602086871655,19.8245,19.8245,1,2,119;120,cam4/ccd2,cam4,ccd2,44.250015,44.250015,1565.5931,1565.5931,True
1717268428,False,within_ticmag20_edge_warn,False,2132735348780942720,1,0.993142,0.993142,True,unique_tic,19.934953313427343,19.934953313427343,19.9057,19.9057,1,2,119;120,cam3/ccd4,cam3,ccd4,2092.0337,2092.0337,587.622,587.622,True
1717356068,False,within_ticmag20_edge_warn,False,2133812182981474048,1,0.984243,0.984243,True,unique_tic,19.606064280135545,19.606064280135545,19.5654,19.5654,1,2,119;120,cam3/ccd4,cam3,ccd4,2092.0242,2092.0242,222.84454,222.84454,True
1717673562,False,within_ticmag20_edge_warn,False,2146007587999866880,1,0.824613,0.824613,True,unique_tic,19.65080759444195,19.65080759444195,19.77,19.77,1,2,119;120,cam4/ccd1,cam4,ccd1,45.648724,45.648724,1.715635,1.715635,True
1884117646,False,within_ticmag20_edge_warn,False,2240454228076652544,1,0.079349,0.079349,False,unique_tic,18.058734920948385,18.058734920948385,18.1216,18.1216,1,2,119;120,cam4/ccd1,cam4,ccd1,2090.7302,2090.7302,145.68456,145.68456,True
1884541473,False,within_ticmag20_edge_warn,False,2289234920436907008,1,0.985782,0.985782,True,unique_tic,19.72727518117659,19.72727518117659,19.8338,19.8338,1,2,119;120,cam4/ccd2,cam4,ccd2,2092.2705,2092.2705,1077.5574,1077.5574,True
1884545911,False,within_ticmag20_edge_warn,False,2289425857502043008,1,0.99184,0.99184,True,unique_tic,20.00294020668242,20.00294020668242,19.9834,19.9834,1,2,119;120,cam4/ccd2,cam4,ccd2,2092.157,2092.157,1117.2219,1117.2219,True
1952854649,False,within_ticmag20_edge_warn,False,1854435044407136512,1,0.030315,0.030315,False,unique_tic,19.492155510714095,19.492155510714095,19.5536,19.5536,1,2,119;120,cam2/ccd2,cam2,ccd2,2091.8516,2091.8516,1558.5586,1558.5586,True
1960879751,False,within_ticmag20_edge_warn,False,1872787370941436416,1,0.068152,0.068152,False,unique_tic,19.854970600688223,19.854970600688223,19.807,19.807,1,2,119;120,cam2/ccd2,cam2,ccd2,1951.2286,1951.2286,1.09533,1.09533,True
1961174769,False,within_ticmag20_edge_warn,False,1873410171252155264,1,0.995691,0.995691,True,unique_tic,19.73770491465085,19.73770491465085,19.709,19.709,1,2,119;120,cam2/ccd2,cam2,ccd2,1502.5262,1502.5262,2.3241282,2.3241282,True
1962146441,False,within_ticmag20_edge_warn,False,1969876962095946240,1,0.999487,0.999487,True,unique_tic,18.13370267545631,18.13370267545631,18.1916,18.1916,1,2,119;120,cam3/ccd1,cam3,ccd1,1165.2607,1165.2607,2.6954515,2.6954515,True
1968905291,False,within_ticmag20_edge_warn,False,2064838031864808832,1,1.0,1.0,True,unique_tic,18.38836411210124,18.38836411210124,18.4606,18.4606,1,2,119;120,cam3/ccd1,cam3,ccd1,44.360268,44.360268,593.70886,593.70886,True
1969384208,False,within_ticmag20_edge_warn,False,2069194541755145728,1,0.9922,0.9922,True,unique_tic,19.291429277524173,19.291429277524173,19.2963,19.2963,1,2,119;120,cam3/ccd1,cam3,ccd1,44.237335,44.237335,1237.7809,1237.7809,True
1972680919,False,within_ticmag20_edge_warn,False,2085433121607776512,1,0.983969,0.983969,True,unique_tic,20.12907273915679,20.12907273915679,19.9892,19.9892,1,2,119;120,cam3/ccd4,cam3,ccd4,1928.7377,1928.7377,2047.3569,2047.3569,True
1977343396,False,within_ticmag20_edge_warn,False,2181238861136933760,1,0.998996,0.998996,True,unique_tic,19.366988429121868,19.366988429121868,19.4672,19.4672,1,2,119;120,cam3/ccd4,cam3,ccd4,996.7467,996.7467,2048.5798,2048.5798,True
1977406443,False,within_ticmag20_edge_warn,False,2181400283184183168,1,0.330692,0.330692,False,unique_tic,19.072177135717546,19.072177135717546,19.0671,19.0671,1,2,119;120,cam3/ccd4,cam3,ccd4,784.5004,784.5004,2046.7562,2046.7562,True
1978081211,False,within_ticmag20_edge_warn,False,2183409713696740864,1,0.046686,0.046686,False,unique_tic,19.775783772584663,19.775783772584663,19.8159,19.8159,1,2,119;120,cam3/ccd4,cam3,ccd4,393.57443,393.57443,2047.3386,2047.3386,True
1979024170,False,within_ticmag20_edge_warn,False,2187901832880159488,1,0.985052,0.985052,True,unique_tic,19.896352944278476,19.896352944278476,19.9623,19.9623,1,2,119;120,cam3/ccd4,cam3,ccd4,46.08787,46.08787,1380.8708,1380.8708,True
1979488851,False,within_ticmag20_edge_warn,False,2190070035447289856,1,0.995434,0.995434,True,unique_tic,18.444299329179145,18.444299329179145,18.4543,18.4543,1,2,119;120,cam3/ccd3,cam3,ccd3,1762.1359,1762.1359,2047.0042,2047.0042,True
1981280551,False,within_ticmag20_edge_warn,False,2250603098358190464,1,0.987214,0.987214,True,unique_tic,19.77361774900052,19.77361774900052,19.7516,19.7516,1,2,119;120,cam4/ccd2,cam4,ccd2,1666.7494,1666.7494,2.7247999,2.7247999,True
1981495284,False,within_ticmag20_edge_warn,False,2274656701922237056,1,0.999082,0.999082,True,unique_tic,18.979682237969136,18.979682237969136,19.0632,19.0632,1,2,119;120,cam4/ccd2,cam4,ccd2,1759.696,1759.696,2.5941541,2.5941541,True
1981522793,False,within_ticmag20_edge_warn,False,2275291708543815552,1,0.993562,0.993562,True,unique_tic,19.357615168462495,19.357615168462495,19.4285,19.4285,1,2,119;120,cam4/ccd2,cam4,ccd2,2092.927,2092.927,151.0941,151.0941,True
2000839948,False,within_ticmag20_edge_warn,False,1782108825920277376,1,0.999931,0.999931,True,unique_tic,19.854365263956232,19.854365263956232,19.793,19.793,1,2,119;120,cam2/ccd3,cam2,ccd3,759.84186,759.84186,0.95012194,0.95012194,True
2000847712,False,within_ticmag20_edge_warn,False,1782328174194539008,1,0.219319,0.219319,False,unique_tic,19.79240688597892,19.79240688597892,19.8368,19.8368,1,2,119;120,cam2/ccd3,cam2,ccd3,440.99475,440.99475,1.8125288,1.8125288,True
2001538314,False,within_ticmag20_edge_warn,False,1797934676604418688,1,0.913616,0.913616,True,unique_tic,19.053765513508583,19.053765513508583,18.9926,18.9926,1,2,119;120,cam2/ccd3,cam2,ccd3,44.138687,44.138687,1079.0194,1079.0194,True
2001634885,False,within_ticmag20_edge_warn,False,1799082605394149376,1,0.067965,0.067965,False,unique_tic,19.848594007612263,19.848594007612263,19.8812,19.8812,1,2,119;120,cam2/ccd3,cam2,ccd3,45.40935,45.40935,1389.4252,1389.4252,True
2002157471,False,within_ticmag20_edge_warn,False,1850241949426153216,1,0.043058,0.043058,False,unique_tic,19.676172240133933,19.676172240133933,19.6668,19.6668,1,2,119;120,cam2/ccd2,cam2,ccd2,2010.2363,2010.2363,2046.9604,2046.9604,True
2002210476,False,within_ticmag20_edge_warn,False,1850737799104561024,1,0.123961,0.123961,False,unique_tic,19.92973445753851,19.92973445753851,19.8346,19.8346,1,2,119;120,cam2/ccd2,cam2,ccd2,1672.2511,1672.2511,2047.442,2047.442,True
2002211234,False,within_ticmag20_edge_warn,False,1850745079079022976,1,0.255281,0.255281,False,unique_tic,19.12579371683439,19.12579371683439,19.1346,19.1346,1,2,119;120,cam2/ccd2,cam2,ccd2,1606.5837,1606.5837,2048.1055,2048.1055,True
2003004163,False,within_ticmag20_edge_warn,False,1894590617791189760,1,0.985676,0.985676,True,unique_tic,18.44430522695396,18.44430522695396,18.5005,18.5005,1,2,119;120,cam2/ccd3,cam2,ccd3,2091.8179,2091.8179,946.0818,946.0818,True
2003014004,False,within_ticmag20_edge_warn,False,1894790862048372608,1,0.0333,0.0333,False,unique_tic,17.65508304467306,17.65508304467306,17.5351,17.5351,1,2,119;120,cam2/ccd3,cam2,ccd3,2092.5605,2092.5605,1014.1847,1014.1847,True
2003405452,False,within_ticmag20_edge_warn,False,1900521344856145920,1,0.995907,0.995907,True,unique_tic,19.747976638506625,19.747976638506625,19.7372,19.7372,1,2,119;120,cam2/ccd4,cam2,ccd4,44.489204,44.489204,865.7686,865.7686,True
2003699135,False,within_ticmag20_edge_warn,False,1906691701030787968,1,0.999091,0.999091,True,unique_tic,17.260053932080385,17.260053932080385,17.2966,17.2966,1,2,119;120,cam2/ccd1,cam2,ccd1,2056.5825,2056.5825,2047.1663,2047.1663,True
2003740946,False,within_ticmag20_edge_warn,False,1907137797810819584,1,0.989589,0.989589,True,unique_tic,19.47035267195657,19.47035267195657,19.5161,19.5161,1,2,119;120,cam2/ccd1,cam2,ccd1,1848.4465,1848.4465,2048.809,2048.809,True
2004074808,False,within_ticmag20_edge_warn,False,1946088856219661824,1,0.072627,0.072627,False,unique_tic,19.77322680755439,19.77322680755439,19.737,19.737,1,2,119;120,cam2/ccd3,cam2,ccd3,961.12054,961.12054,2046.6013,2046.6013,True
2004075641,False,within_ticmag20_edge_warn,False,1946096204903667968,1,0.998775,0.998775,True,unique_tic,19.51717631135619,19.51717631135619,19.5375,19.5375,1,2,119;120,cam2/ccd3,cam2,ccd3,995.7135,995.7135,2047.3909,2047.3909,True
2004137223,False,within_ticmag20_edge_warn,False,1946683000517308288,1,0.976625,0.976625,True,unique_tic,19.62559462583037,19.62559462583037,19.5851,19.5851,1,2,119;120,cam2/ccd3,cam2,ccd3,725.6223,725.6223,2048.709,2048.709,True
2004146463,False,within_ticmag20_edge_warn,False,1946768487544884480,1,0.99635,0.99635,True,unique_tic,19.3203172487648,19.3203172487648,19.3616,19.3616,1,2,119;120,cam2/ccd2,cam2,ccd2,1361.5951,1361.5951,2046.8009,2046.8009,True
2004316392,False,within_ticmag20_edge_warn,False,1948149267992337152,1,0.494706,0.494706,False,unique_tic,19.75451419985955,19.75451419985955,19.7845,19.7845,1,2,119;120,cam2/ccd2,cam2,ccd2,697.92053,697.92053,2047.097,2047.097,True
2004328174,False,within_ticmag20_edge_warn,False,1948257638605451648,1,0.043855,0.043855,False,unique_tic,19.86015769337991,19.86015769337991,19.8975,19.8975,1,2,119;120,cam2/ccd2,cam2,ccd2,586.2169,586.2169,2048.5452,2048.5452,True
2005343435,False,within_ticmag20_edge_warn,False,1954577390923998720,1,0.99573,0.99573,True,unique_tic,19.884042441479465,19.884042441479465,19.9889,19.9889,1,2,119;120,cam2/ccd2,cam2,ccd2,128.82706,128.82706,2047.352,2047.352,True
2005406153,False,within_ticmag20_edge_warn,False,1955119965553669248,1,0.986322,0.986322,True,unique_tic,18.764352089357544,18.764352089357544,18.8815,18.8815,1,2,119;120,cam2/ccd1,cam2,ccd1,2092.8547,2092.8547,1695.6754,1695.6754,True
2005502447,False,within_ticmag20_edge_warn,False,1955919344865221248,1,0.059552,0.059552,False,unique_tic,19.88378727986161,19.88378727986161,19.7057,19.7057,1,2,119;120,cam2/ccd2,cam2,ccd2,47.475838,47.475838,1594.905,1594.905,True
2010239421,False,within_ticmag20_edge_warn,False,1976355147162344576,1,0.148424,0.148424,False,unique_tic,19.951897893887907,19.951897893887907,19.8767,19.8767,1,2,119;120,cam2/ccd1,cam2,ccd1,1479.4523,1479.4523,0.26879245,0.26879245,True
2011071360,False,within_ticmag20_edge_warn,False,1978216753492509440,1,0.979744,0.979744,True,unique_tic,18.60174382699446,18.60174382699446,18.627,18.627,1,2,119;120,cam3/ccd1,cam3,ccd1,2091.2974,2091.2974,177.83565,177.83565,True
2016599711,False,within_ticmag20_edge_warn,False,2170736910178390272,1,0.995936,0.995936,True,unique_tic,17.160950159996627,17.160950159996627,17.182,17.182,1,2,119;120,cam3/ccd1,cam3,ccd1,2091.5664,2091.5664,490.2386,490.2386,True
2016613544,False,within_ticmag20_edge_warn,False,2170757251144149248,1,0.999152,0.999152,True,unique_tic,19.929391049302215,19.929391049302215,19.9348,19.9348,1,2,119;120,cam3/ccd1,cam3,ccd1,2090.448,2090.448,538.2723,538.2723,True
2019186240,False,within_ticmag20_edge_warn,False,2191999266039931904,1,0.94301,0.94301,True,unique_tic,17.712339647158963,17.712339647158963,17.7553,17.7553,1,2,119;120,cam3/ccd3,cam3,ccd3,812.0155,812.0155,2048.5156,2048.5156,True
2021255890,False,within_ticmag20_edge_warn,False,2204225564767591040,1,0.998115,0.998115,True,unique_tic,19.375669695425003,19.375669695425003,19.3616,19.3616,1,2,119;120,cam3/ccd2,cam3,ccd2,2091.7026,2091.7026,2010.1368,2010.1368,True
2021929279,False,within_ticmag20_edge_warn,False,2215786856506356608,1,0.994937,0.994937,True,unique_tic,19.46576750408389,19.46576750408389,19.4731,19.4731,1,2,119;120,cam3/ccd2,cam3,ccd2,1471.029,1471.029,2048.6233,2048.6233,True
2023017112,False,within_ticmag20_edge_warn,False,2222486833689990016,1,0.979647,0.979647,True,unique_tic,19.408435757956635,19.408435757956635,19.4068,19.4068,1,2,119;120,cam3/ccd3,cam3,ccd3,45.08236,45.08236,848.4446,848.4446,True
2024392169,False,within_ticmag20_edge_warn,False,2653914374426752768,1,0.167963,0.167963,False,unique_tic,19.458130984308152,19.458130984308152,19.4173,19.4173,1,2,119;120,cam1/ccd3,cam1,ccd3,44.24725,44.24725,93.60496,93.60496,True
2025264330,False,within_ticmag20_edge_warn,False,2704296368033405568,1,0.192592,0.192592,False,unique_tic,19.712935081838467,19.712935081838467,19.4973,19.4973,1,2,119;120,cam1/ccd3,cam1,ccd3,44.07599,44.07599,972.1199,972.1199,True
2025427498,False,within_ticmag20_edge_warn,False,2723369390082216192,1,0.984216,0.984216,True,unique_tic,17.842403942469165,17.842403942469165,17.8776,17.8776,1,2,119;120,cam1/ccd3,cam1,ccd3,181.45102,181.45102,2047.7749,2047.7749,True
2025446550,False,within_ticmag20_edge_warn,False,2724302703656332288,1,0.026475,0.026475,False,unique_tic,19.3906139777583,19.3906139777583,19.3124,19.3124,1,2,119;120,cam1/ccd2,cam1,ccd2,1718.7882,1718.7882,2048.6743,2048.6743,True
2025573993,False,within_ticmag20_edge_warn,False,2729503359295054336,1,0.996065,0.996065,True,unique_tic,17.71913719226124,17.71913719226124,17.7342,17.7342,1,2,119;120,cam1/ccd3,cam1,ccd3,567.52765,567.52765,2048.8713,2048.8713,True
2041438196,False,within_ticmag20_edge_warn,False,1930206543895562880,1,0.998243,0.998243,True,unique_tic,19.589176427536415,19.589176427536415,19.6663,19.6663,1,2,119;120,cam2/ccd4,cam2,ccd4,1814.6262,1814.6262,2048.3774,2048.3774,True
2041494829,False,within_ticmag20_edge_warn,False,1931009187384392704,1,0.998464,0.998464,True,unique_tic,19.732138402467335,19.732138402467335,19.7302,19.7302,1,2,119;120,cam2/ccd1,cam2,ccd1,446.35165,446.35165,2048.707,2048.707,True
2043798500,False,within_ticmag20_edge_warn,False,1989792514978232960,1,0.964708,0.964708,True,unique_tic,19.969930432383062,19.969930432383062,19.9364,19.9364,1,2,119;120,cam2/ccd1,cam2,ccd1,44.781616,44.781616,202.9715,202.9715,True
2053187662,False,within_ticmag20_edge_warn,False,2746547030771544192,1,0.106902,0.106902,False,unique_tic,19.92390513802443,19.92390513802443,19.9176,19.9176,1,2,119;120,cam1/ccd4,cam1,ccd4,1597.811,1597.811,2.3042092,2.3042092,True
2053311252,False,within_ticmag20_edge_warn,False,2766905927373173632,1,0.996666,0.996666,True,unique_tic,19.518578728726425,19.518578728726425,19.5847,19.5847,1,2,119;120,cam1/ccd4,cam1,ccd4,2091.5447,2091.5447,662.2933,662.2933,True
2053446999,False,within_ticmag20_edge_warn,False,2816322481051664128,1,0.135287,0.135287,False,unique_tic,19.671417589789037,19.671417589789037,19.7787,19.7787,1,2,119;120,cam1/ccd2,cam1,ccd2,153.13324,153.13324,2048.5435,2048.5435,True
2053447284,False,within_ticmag20_edge_warn,False,2816341241468563200,1,0.991161,0.991161,True,unique_tic,19.680471299806815,19.680471299806815,19.7545,19.7545,1,2,119;120,cam1/ccd2,cam1,ccd2,67.95195,67.95195,2048.515,2048.515,True
2053448468,False,within_ticmag20_edge_warn,False,2816416145698354688,1,0.994487,0.994487,True,unique_tic,19.63283566207267,19.63283566207267,19.6026,19.6026,1,2,119;120,cam1/ccd2,cam1,ccd2,46.33297,46.33297,1987.9923,1987.9923,True
2053469581,False,within_ticmag20_edge_warn,False,2817772530732157312,1,0.605838,0.605838,False,unique_tic,19.990851732306364,19.990851732306364,19.8905,19.8905,1,2,119;120,cam1/ccd4,cam1,ccd4,986.2148,986.2148,2048.6382,2048.6382,True
2053473823,False,within_ticmag20_edge_warn,False,2818016209994516864,1,0.999032,0.999032,True,unique_tic,19.75903238079581,19.75903238079581,19.8198,19.8198,1,2,119;120,cam1/ccd1,cam1,ccd1,1255.9506,1255.9506,2048.6455,2048.6455,True
2053477825,False,within_ticmag20_edge_warn,False,2818279508671752192,1,0.096924,0.096924,False,unique_tic,19.342155179412075,19.342155179412075,19.4055,19.4055,1,2,119;120,cam1/ccd1,cam1,ccd1,1605.6985,1605.6985,2046.7318,2046.7318,True
2053527537,False,within_ticmag20_edge_warn,False,2821477919276097024,1,0.994762,0.994762,True,unique_tic,19.013943343623648,19.013943343623648,19.0035,19.0035,1,2,119;120,cam1/ccd1,cam1,ccd1,515.3362,515.3362,2048.9116,2048.9116,True
2053564427,False,within_ticmag20_edge_warn,False,2823975807831729408,1,0.996104,0.996104,True,unique_tic,17.521788087206247,17.521788087206247,17.5558,17.5558,1,2,119;120,cam1/ccd1,cam1,ccd1,961.6134,961.6134,2046.683,2046.683,True
2054191075,False,within_ticmag20_edge_warn,False,2869378078916323456,1,0.992662,0.992662,True,unique_tic,19.253279056055007,19.253279056055007,19.2595,19.2595,1,2,119;120,cam1/ccd1,cam1,ccd1,45.93641,45.93641,321.2388,321.2388,True
2054200101,False,within_ticmag20_edge_warn,False,2869766477103048704,1,0.997778,0.997778,True,unique_tic,18.50446702427647,18.50446702427647,18.5201,18.5201,1,2,119;120,cam1/ccd1,cam1,ccd1,44.31933,44.31933,20.757967,20.757967,True
2004030067,False,within_ticmag20_no_edge_tmag_boundary,False,1945624724870621568,1,0.21413,0.21413,False,unique_tic,19.970882236515287,19.970882236515287,20.0,20.0,1,2,119;120,cam2/ccd3,cam2,ccd3,882.6273,882.6273,1825.3195,1825.3195,False
2004659782,False,within_ticmag20_no_edge_tmag_boundary,False,1950829228802227072,1,0.094979,0.094979,False,unique_tic,19.93059322042905,19.93059322042905,20.0,20.0,1,2,119;120,cam2/ccd2,cam2,ccd2,861.8801,861.8801,1623.2114,1623.2114,False
2053663055,False,within_ticmag20_no_edge_tmag_boundary,False,2829622895256028928,1,0.986306,0.986306,True,unique_tic,20.051444087264617,20.051444087264617,20.0,20.0,1,2,119;120,cam1/ccd2,cam1,ccd2,360.5838,360.5838,1535.3553,1535.3553,False
